,DATE,Trip_ID,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,STATION,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
222,2009-08-11,2352644020,758.8,42.2148,-71.033,42.3505,-71.1054,147,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",81.3,24,69.8,24,1010.7,24,8.9,24,9.1,24,3.8,24,7.0,999.9,88.0, ,75.9, ,0.0,G,999.9,0
223,2009-08-12,1955653154,648.97,42.3398,-71.0892,42.3647,-71.0542,112,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",75.6,24,70.0,24,1012.7,22,11.0,24,8.7,24,1.8,24,9.9,17.1,86.0, ,72.0, ,0.0,G,999.9,10000
224,2009-08-13,1844653919,785.71,42.3398,-71.0892,42.3519,-71.0643,131,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",72.0,24,68.2,24,1017.3,14,15.4,24,9.0,24,3.1,24,8.0,999.9,75.9,*,69.8,*,0.0,G,999.9,10000
225,2009-08-14,3324269473,1267.05,42.3647,-71.0542,42.2148,-71.033,199,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",73.5,24,66.2,24,1021.7,17,19.9,24,6.6,24,0.4,24,4.1,999.9,84.0,*,64.4,*,0.06,G,999.9,100000
226,2009-08-15,2262256057,703.57,42.3505,-71.1054,42.3519,-71.0643,144,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",75.7,24,67.3,24,1021.5,21,19.7,24,7.3,24,0.8,24,4.1,999.9,88.0, ,64.0, ,0.01,G,999.9,0
227,2009-08-16,1697426639,699.17,42.3503,-71.081,42.3503,-71.081,123,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",76.9,24,66.7,24,1021.4,23,19.6,24,8.4,24,0.8,24,5.1,999.9,89.1, ,64.0, ,0.0,G,999.9,0
228,2009-08-17,1911241926,733.38,42.2148,-71.033,42.3398,-71.0892,124,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",78.8,24,67.0,24,1021.3,22,19.5,24,8.0,24,1.9,24,7.0,999.9,91.0,*,66.2,*,0.0,G,999.9,0
229,2009-08-18,2632048046,870.6,42.3647,-71.0542,42.2148,-71.033,158,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",78.5,24,69.2,24,1018.5,24,16.7,24,8.4,24,2.3,24,7.0,999.9,90.0, ,66.0, ,0.0,G,999.9,0
230,2009-08-19,2064792631,897.41,42.3647,-71.0542,42.3503,-71.081,126,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",77.7,24,70.2,24,1015.1,23,13.4,24,8.1,24,1.8,24,12.0,32.1,89.1, ,70.0, ,0.28,G,999.9,10010
231,2009-08-20,2297064294,946.61,42.3661,-71.0631,42.3647,-71.0542,155,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",80.1,24,72.9,24,1013.7,20,11.9,24,7.1,24,1.3,24,5.1,999.9,88.0,*,71.6,*,0.07,G,999.9,0
232,2009-08-21,1990380079,782.84,42.3519,-71.0551,42.3644,-71.0661,115,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",80.7,24,74.4,24,1012.2,21,10.3,24,9.2,23,3.4,24,9.9,22.0,93.0, ,73.0, ,0.0,G,999.9,110010
233,2009-08-22,1955230045,617.9,42.3519,-71.0643,42.3661,-71.0631,113,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",74.8,24,72.3,24,1011.2,11,8.9,24,7.5,24,1.8,24,8.0,999.9,84.2,*,71.1,*,1.2,G,999.9,110010
234,2009-08-23,2113835385,883.67,42.3519,-71.0643,42.2148,-71.033,144,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",76.8,24,71.2,24,1009.8,18,7.4,24,7.6,24,1.5,24,7.0,999.9,86.0,*,71.6,*,0.83,G,999.9,110010
235,2009-08-24,2027788569,631.68,42.3519,-71.0643,42.3429,-71.1003,122,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",74.8,24,65.8,24,1016.2,23,14.3,24,8.0,24,2.0,24,6.0,999.9,84.0,*,66.2,*,0.01,G,999.9,0
236,2009-08-25,1970590319,686.07,42.3661,-71.0631,42.3559,-71.055,108,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",72.7,24,64.3,24,1019.5,24,17.6,24,9.2,24,0.9,24,5.1,999.9,84.9, ,62.1, ,0.0,G,999.9,0
237,2009-08-26,2178335043,623.5,42.3519,-71.0643,42.3519,-71.0551,118,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",76.1,24,65.3,24,1016.7,24,14.9,24,8.7,24,3.6,24,12.0,17.1,87.1, ,66.9, ,0.0,G,999.9,0
238,2009-08-27,2243174230,818.91,42.2148,-71.033,42.3519,-71.0643,129,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",73.4,24,64.9,24,1017.7,24,15.9,24,9.0,24,2.8,24,6.0,999.9,79.0, ,69.1, ,0.0,G,999.9,0
239,2009-08-28,2864139902,1044.38,42.3429,-71.1003,42.2148,-71.033,155,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",69.5,24,65.7,24,1018.5,15,16.5,24,8.6,24,3.0,24,8.9,14.0,75.9,*,66.2,*,0.12,G,999.9,10010
240,2009-08-29,1847697719,617.77,42.2148,-71.033,42.3429,-71.1003,99,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",73.6,23,70.1,23,1010.3,11,7.9,23,6.9,23,1.0,23,8.0,999.9,82.9, ,69.1, ,0.77,G,999.9,10000
241,2009-08-30,1994464605,774.11,42.3503,-71.081,42.2148,-71.033,127,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",73.7,24,63.4,24,1011.4,17,9.2,24,7.0,24,3.1,24,8.9,15.9,82.9, ,66.0, ,0.77,G,999.9,10010
242,2009-08-31,1775082604,697.08,42.3647,-71.0542,42.3519,-71.0551,126,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",66.5,24,54.5,24,1018.9,24,17.0,24,10.0,24,3.4,24,8.0,999.9,75.0, ,61.0, ,0.01,G,999.9,0
243,2009-09-01,2064903059,668.98,42.3519,-71.0551,42.3429,-71.1003,126,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",62.3,24,51.2,24,1023.6,24,21.8,24,10.0,24,2.9,24,7.0,15.0,73.9, ,51.1, ,0.0,G,999.9,0
244,2009-09-02,1664530178,610.71,42.3661,-71.0631,42.3429,-71.1003,106,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",62.7,24,52.8,24,1024.9,24,23.1,24,10.0,24,1.7,24,6.0,999.9,75.9, ,51.1, ,0.0,G,999.9,0
245,2009-09-03,2309697931,1037.68,42.2148,-71.033,42.3519,-71.0643,126,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",64.3,24,53.0,24,1021.0,24,19.1,24,9.8,24,2.4,24,8.0,999.9,77.0, ,54.0, ,0.0,G,999.9,0
246,2009-09-04,2168557777,821.68,42.3398,-71.0892,42.3519,-71.0643,136,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",70.7,24,58.4,24,1016.4,24,14.6,24,10.0,24,3.0,24,7.0,999.9,82.0, ,62.1, ,0.0,G,999.9,0
247,2009-09-05,1826566660,696.21,42.3505,-71.1054,42.3559,-71.055,127,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",72.3,24,59.4,24,1019.3,24,17.5,24,9.8,24,1.8,24,6.0,999.9,84.0, ,61.0, ,0.0,G,999.9,0
248,2009-09-06,1621199675,656.34,42.3647,-71.0542,42.3519,-71.0551,129,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",66.3,24,60.5,24,1024.6,24,22.8,24,9.2,24,3.7,24,8.9,14.0,75.0, ,59.0, ,0.0,G,999.9,0
249,2009-09-07,1258893809,494.67,42.3519,-71.0643,42.3519,-71.0551,82,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",66.7,24,60.0,24,1024.2,19,22.6,24,10.0,24,3.8,24,7.0,999.9,73.9,*,60.8,*,0.0,G,999.9,0
250,2009-09-08,2113431750,793.05,42.2148,-71.033,42.2148,-71.033,108,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",65.7,24,59.8,24,1019.2,24,17.4,24,10.0,24,1.7,24,5.1,999.9,72.0, ,59.0, ,0.0,G,999.9,0
251,2009-09-09,2007323553,744.0,42.2148,-71.033,42.3519,-71.0643,108,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",66.8,24,61.4,24,1019.0,24,17.1,24,9.0,24,1.6,24,8.0,999.9,73.0, ,63.0, ,0.0,G,999.9,0
252,2009-09-10,2749659916,1084.44,42.3398,-71.0892,42.3505,-71.1054,167,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",63.1,24,54.4,24,1025.7,23,23.9,24,9.9,24,6.5,24,11.1,20.0,68.0, ,57.9, ,0.01,G,999.9,10000
253,2009-09-11,2903522193,948.64,42.3661,-71.0631,42.3519,-71.0643,169,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",60.7,24,58.6,24,1019.2,11,15.7,24,5.1,24,10.4,24,19.0,27.0,70.0, ,57.0, ,1.65,G,999.9,10010
254,2009-09-12,2624069373,1101.01,42.2148,-71.033,42.2148,-71.033,218,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",64.2,24,61.1,24,1013.2,10,11.5,24,8.0,24,2.5,24,6.0,999.9,70.0, ,61.0, ,0.48,G,999.9,10000
255,2009-09-13,2063878408,851.54,42.3559,-71.055,42.3661,-71.0631,149,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",70.0,24,60.9,24,1012.3,16,10.7,24,9.6,24,3.6,24,8.9,15.0,80.1, ,64.0, ,0.01,G,999.9,10000
256,2009-09-14,2787428609,852.01,42.3647,-71.0542,42.2148,-71.033,161,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",68.9,24,58.3,24,1013.8,24,12.0,24,10.0,24,2.7,24,8.0,999.9,79.0, ,57.9, ,0.0,G,999.9,0
257,2009-09-15,2213418784,835.61,42.3661,-71.0631,42.3519,-71.0643,143,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",67.8,24,59.5,24,1013.6,21,11.7,24,8.2,24,2.0,24,7.0,999.9,79.0,*,57.2,*,0.01,G,999.9,0
258,2009-09-16,2899041619,880.87,42.3661,-71.0631,42.3644,-71.0661,160,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",63.1,24,59.4,24,1018.6,20,17.0,24,8.8,24,3.0,24,8.0,15.9,66.9, ,60.1, ,0.0,G,999.9,10000
259,2009-09-17,2203413640,1052.54,42.3429,-71.1003,42.3661,-71.0631,140,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",60.8,24,54.8,24,1023.0,21,21.4,24,10.0,24,3.8,24,9.9,17.1,64.0, ,55.9, ,0.04,G,999.9,10000
260,2009-09-18,2943754916,1162.95,42.3519,-71.0551,42.3644,-71.0661,145,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",61.9,24,55.5,24,1018.9,19,17.1,24,9.8,24,2.7,24,8.0,14.0,75.0, ,53.1, ,0.0,G,999.9,0
261,2009-09-19,2661646115,852.81,42.3647,-71.0542,42.3647,-71.0542,147,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",61.6,24,47.5,24,1022.2,24,20.4,24,9.4,24,3.9,24,9.9,15.9,71.1, ,52.0, ,0.0,G,999.9,0
262,2009-09-20,1974883195,596.57,42.3519,-71.0643,42.2148,-71.033,90,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",56.9,24,46.2,24,1026.3,24,24.4,24,10.0,24,0.3,24,4.1,999.9,73.9, ,42.1, ,0.0,G,999.9,0
263,2009-09-21,2136401468,696.4,42.3519,-71.0551,42.2148,-71.033,147,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",61.1,24,54.0,24,1025.7,23,23.9,24,9.8,24,1.3,24,4.1,999.9,77.0, ,46.9, ,0.0,G,999.9,0
264,2009-09-22,2538327142,856.24,42.3647,-71.0542,42.2148,-71.033,139,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",65.7,24,60.2,24,1025.0,21,23.2,24,8.0,24,0.2,24,2.9,999.9,75.9, ,57.0, ,0.0,G,999.9,100000
265,2009-09-23,2758714903,1122.61,42.3429,-71.1003,42.3505,-71.1054,134,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",70.7,24,66.1,24,1021.3,18,19.7,24,9.5,24,1.3,24,5.1,999.9,82.0, ,64.0, ,0.06,G,999.9,10000
266,2009-09-24,2107293218,884.45,42.3647,-71.0542,42.3519,-71.0551,122,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",74.8,24,68.2,24,1016.7,20,15.0,24,8.4,24,2.6,24,6.0,999.9,82.0, ,70.0, ,0.22,G,999.9,10010
267,2009-09-25,2563682658,1134.78,42.3519,-71.0551,42.3647,-71.0542,154,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",66.1,24,51.9,24,1020.8,24,19.0,24,10.0,24,3.9,24,8.0,15.0,75.0, ,59.0, ,0.21,G,999.9,0
268,2009-09-26,2182381214,1076.18,42.3644,-71.0661,42.3661,-71.0631,141,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",57.3,24,47.8,24,1024.8,24,23.0,24,10.0,24,2.5,24,8.9,15.0,66.0, ,48.9, ,0.0,G,999.9,10000
269,2009-09-27,2484536648,954.49,42.3644,-71.0661,42.3519,-71.0551,152,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",64.4,24,60.6,24,1008.1,15,5.7,24,7.5,24,3.3,24,14.0,21.0,73.9, ,57.0, ,1.03,G,999.9,10000
270,2009-09-28,2036821327,629.81,42.3519,-71.0643,42.3503,-71.081,113,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",65.5,24,55.8,24,1001.6,22,999.6,24,9.6,24,5.2,24,20.0,35.0,77.0, ,57.0, ,0.04,G,999.9,10000
271,2009-09-29,2393683642,949.88,42.3644,-71.0661,42.3519,-71.0551,133,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",59.6,24,47.5,24,1002.9,23,1.0,24,9.6,24,6.3,24,15.9,28.0,68.0, ,48.9, ,0.35,G,999.9,0
272,2009-09-30,2498751122,1024.15,42.3644,-71.0661,42.2148,-71.033,165,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",58.0,24,48.1,24,1009.6,24,7.8,24,10.0,24,4.9,24,8.0,999.9,63.0, ,54.0, ,0.0,G,999.9,10000
273,2009-10-01,2375341323,763.84,42.3647,-71.0542,42.3503,-71.081,139,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",50.5,24,40.2,24,1016.4,24,14.6,24,10.0,24,3.0,24,8.9,15.9,59.0, ,43.0, ,0.02,G,999.9,0
274,2009-10-02,2314873875,821.94,42.3661,-71.0631,42.3661,-71.0631,123,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52.5,24,45.7,24,1015.9,24,14.1,24,9.6,24,2.9,24,8.9,20.0,66.0, ,39.9, ,0.0,G,999.9,0
275,2009-10-03,3273821002,963.07,42.3519,-71.0551,42.3429,-71.1003,176,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",65.5,24,61.1,24,1011.1,17,9.2,24,8.0,24,1.8,24,8.0,999.9,75.9,*,53.6,*,0.0,G,999.9,110010
276,2009-10-04,1924011371,800.68,42.3398,-71.0892,42.2148,-71.033,123,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",65.0,24,55.7,24,1011.6,19,9.9,24,4.8,24,2.5,24,8.9,15.0,73.9, ,59.0, ,0.01,G,999.9,100000
277,2009-10-05,2060641112,668.91,42.3647,-71.0542,42.3519,-71.0643,109,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",58.9,24,43.0,24,1015.0,24,13.1,24,10.0,24,5.8,24,11.1,18.1,66.9, ,48.9, ,0.0,I,999.9,0
278,2009-10-06,2536443499,925.11,42.3588,-71.0707,42.3398,-71.0892,136,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",54.8,24,44.0,24,1015.4,24,13.5,24,9.8,24,0.9,24,5.1,999.9,66.9, ,43.0, ,0.0,G,999.9,0
279,2009-10-07,2417371433,757.74,42.3647,-71.0542,42.3588,-71.0707,114,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",64.2,24,50.2,24,1004.7,20,2.5,24,9.7,24,9.5,24,19.0,35.9,72.0, ,57.9, ,0.06,G,999.9,10000
280,2009-10-08,2244181128,878.27,42.3503,-71.081,42.3503,-71.081,122,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",58.3,24,42.6,24,1016.6,24,14.8,24,10.0,24,6.8,24,11.1,22.9,66.9, ,50.0, ,0.0,I,999.9,0
281,2009-10-09,2702343717,895.67,42.3398,-71.0892,42.3559,-71.055,155,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",64.9,24,54.1,24,1013.1,24,11.2,24,10.0,24,2.7,24,9.9,15.0,79.0, ,55.0, ,0.0,G,999.9,10000
282,2009-10-10,2554235937,763.17,42.3503,-71.081,42.3505,-71.1054,164,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",66.6,24,57.2,24,1009.7,21,7.7,24,9.9,24,6.1,24,14.0,24.1,77.0, ,55.0, ,0.0,G,999.9,10000
283,2009-10-11,2046341855,706.47,42.3644,-71.0661,42.2148,-71.033,134,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",51.5,24,40.4,24,1022.1,24,20.2,24,10.0,24,2.8,24,8.9,14.0,64.9, ,37.9, ,0.04,G,999.9,0
284,2009-10-12,2032390505,744.04,42.3429,-71.1003,42.2148,-71.033,135,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",47.6,24,36.6,24,1027.1,24,25.2,24,10.0,24,2.8,24,6.0,999.9,53.1, ,39.9, ,0.0,G,999.9,0
285,2009-10-13,2122192833,748.37,42.3661,-71.0631,42.3503,-71.081,121,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",53.3,24,43.3,24,1018.9,24,17.1,24,10.0,24,4.2,24,14.0,24.1,66.9, ,42.1, ,0.0,G,999.9,0
286,2009-10-14,2423733376,794.21,42.3519,-71.0643,42.2148,-71.033,146,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",47.3,24,33.8,24,1023.0,24,21.1,24,10.0,24,2.9,24,9.9,999.9,54.0, ,37.0, ,0.0,G,999.9,0
287,2009-10-15,2574261093,878.57,42.3519,-71.0551,42.2148,-71.033,147,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",45.3,24,41.0,24,1017.1,19,14.4,24,7.8,24,4.5,24,12.0,19.0,46.9,*,42.8,*,0.0,G,999.9,10000
288,2009-10-16,2224386574,837.98,42.2148,-71.033,42.3519,-71.0643,159,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",41.3,24,38.3,24,1011.7,17,10.0,24,7.4,24,8.4,24,12.0,20.0,44.6,*,39.0,*,0.67,G,999.9,10000
289,2009-10-17,2369039129,846.31,42.3398,-71.0892,42.2148,-71.033,157,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",44.3,24,39.6,24,1015.7,22,13.9,24,9.1,24,7.7,24,12.0,18.1,46.9, ,41.0, ,0.07,G,999.9,10000
290,2009-10-18,2820874962,1023.68,42.3588,-71.0707,42.3588,-71.0707,177,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",44.4,24,39.7,24,1016.8,20,14.8,24,8.7,24,9.3,24,15.0,22.9,46.9,*,42.8,*,0.49,G,999.9,10000
291,2009-10-19,2207520019,789.51,42.3647,-71.0542,42.3519,-71.0643,120,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",44.2,24,32.8,24,1021.1,24,19.2,24,10.0,24,2.3,24,7.0,999.9,55.9, ,32.0, ,0.05,G,999.9,0
292,2009-10-20,2315525486,748.81,42.3661,-71.0631,42.3588,-71.0707,109,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",48.9,24,37.0,24,1021.5,24,19.7,24,9.9,24,2.8,24,8.9,999.9,66.0, ,36.0, ,0.0,G,999.9,0
293,2009-10-21,1622395944,693.48,42.2148,-71.033,42.3661,-71.0631,93,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",55.8,24,44.0,24,1021.6,24,19.7,24,9.8,24,1.5,24,5.1,999.9,73.0, ,42.1, ,0.0,G,999.9,0
294,2009-10-22,2656278397,861.54,42.3519,-71.0643,42.3661,-71.0631,160,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",56.7,24,47.3,24,1017.1,24,15.3,24,9.3,24,1.6,24,8.0,999.9,73.0, ,46.0, ,0.0,G,999.9,0
295,2009-10-23,3223396756,1093.39,42.3647,-71.0542,42.2148,-71.033,186,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",55.3,24,49.9,24,1017.0,23,15.3,24,9.7,24,4.6,24,12.0,19.0,62.1, ,50.0, ,0.0,G,999.9,10000
296,2009-10-24,2929696848,1041.41,42.3661,-71.0631,42.3588,-71.0707,193,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",66.2,24,62.1,24,1008.8,19,7.2,24,8.2,24,6.3,24,21.0,33.0,75.0, ,54.0, ,0.16,G,999.9,10000
297,2009-10-25,2430808582,742.07,42.3519,-71.0643,42.3661,-71.0631,156,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",58.1,24,44.5,24,1015.6,22,12.3,24,9.3,24,6.7,24,20.0,28.0,68.0, ,50.0, ,1.06,G,999.9,10000
298,2009-10-26,1998969314,805.18,42.3519,-71.0551,42.2148,-71.033,118,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",49.0,24,40.3,24,1025.1,24,23.3,24,10.0,24,1.7,24,6.0,999.9,62.1, ,37.9, ,0.0,G,999.9,0
299,2009-10-27,2347086915,850.44,42.3661,-71.0631,42.3644,-71.0661,145,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52.7,24,50.2,24,1020.8,19,18.4,24,8.2,24,2.3,24,8.0,999.9,60.8,*,45.0,*,0.08,G,999.9,10000
300,2009-10-28,2274986612,699.17,42.3519,-71.0643,42.2148,-71.033,120,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",57.3,24,55.4,24,1012.8,13,9.6,24,5.4,24,4.4,24,8.9,14.0,62.6,*,55.0,*,1.73,G,999.9,10000
301,2009-10-29,2613107326,1073.44,42.3429,-71.1003,42.3647,-71.0542,149,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",52.0,24,47.1,24,1023.0,18,20.4,24,10.0,24,3.7,24,11.1,15.9,55.9, ,48.9, ,0.23,G,999.9,0
302,2009-10-30,2211650774,731.81,42.3429,-71.1003,42.3647,-71.0542,139,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",51.9,24,46.7,24,1024.8,22,23.0,24,8.8,24,1.7,24,6.0,999.9,60.1, ,44.1, ,0.0,G,999.9,0
303,2009-10-31,2715570906,1000.34,42.3661,-71.0631,42.2148,-71.033,168,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",63.2,24,58.5,24,1014.4,20,12.3,24,9.0,24,4.0,24,8.9,22.0,73.4,*,55.0,*,0.02,G,999.9,10000
304,2009-11-01,2688378978,1052.86,42.3519,-71.0551,42.2148,-71.033,170,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",54.6,24,45.4,24,1017.9,22,10.2,5,9.5,24,3.6,24,12.0,22.0,68.0,*,46.4,*,0.2,G,999.9,10000
305,2009-11-02,2454072535,840.0,42.3661,-71.0631,42.3503,-71.081,138,72407493780.0,39.94075,-74.84083,14.9,"SOUTH JERSEY REGIONAL AIRPORT, NJ US",50.5,23,41.0,23,1021.5,22,999.9,0,10.0,23,4.7,23,8.0,14.0,55.4,*,46.4,*,0.01,G,999.9,10000
